ID,Vehicles
20170709031,29.903157805
20170709041,25.4751103744
20170709051,24.6863644258
20170709061,27.8551858683
20170709071,32.1448568168
20170709081,36.420690117
20170709091,43.131949504
20170709101,54.6863857683
20170709111,64.5803042462
20170709121,65.7980172896
20170709131,58.9760567168
20170709141,63.0720005901
20170709151,62.3662805309
20170709161,60.4290097799
20170709171,60.2352827049
20170709181,64.1236618549
20170709191,65.9640690682
20170709201,63.69469476
20170709211,59.0452449579
20170709221,55.793397626
20170709231,54.1743927842
20170710001,77.6582979783
20170710011,66.2026625642
20170710021,55.3361741143
20170710031,47.15357739
20170710041,40.1710948519
20170710051,38.9273401498
20170710061,43.9241792162
20170710071,50.6884591749
20170710081,57.4309188758
20170710091,68.0137439726
20170710101,86.2336593454
20170710111,101.835143766
20170710121,103.755326464
20170710131,92.9979393042
20170710141,99.4567356519
20170710151,98.3439024974
20170710161,95.289066387
20170710171,94.9835827759
20170710181,101.115075255
20170710191,104.01716956
20170710201,100.438647259
20170710211,93.1070405938
20170710221,87.9792799799
20170710231,85.4263098019
20170711001,86.3298495381
20170711011,73.5950445346
20170711021,61.5151723598
20170711031,52.4188830716
20170711041,44.6567162123
20170711051,43.2740802405
20170711061,48.8288808992
20170711071,56.3484800441
20170711081,63.8438224176
20170711091,75.6083565637
20170711101,95.8627607122
20170711111,113.206352288
20170711121,115.340948175
20170711131,103.382359857
20170711141,110.562364202
20170711151,109.325268859
20170711161,105.929320858
20170711171,105.589726058
20170711181,112.405878831
20170711191,115.632029432
20170711201,111.653918917
20170711211,103.503643714
20170711221,97.803302427
20170711231,94.9652601691
20170712001,86.4142109532
20170712011,73.666961515
20170712021,61.5752849051
20170712031,52.470106735
20170712041,44.7003546965
20170712051,43.3163676146
20170712061,48.8765964172
20170712071,56.4035437045
20170712081,63.9062105167
20170712091,75.68224095
20170712101,95.9564376755
20170712111,113.316977386
20170712121,115.453659197
20170712131,103.483384963
20170712141,110.670405598
20170712151,109.432101367
20170712161,106.03283485
20170712171,105.692908199
20170712181,112.515721708
20170712191,115.745024899
20170712201,111.763026979
20170712211,103.604787338
20170712221,97.8988756851
20170712231,95.058060096
20170713001,84.598112873
20170713011,72.1187621401
20170713021,60.2812065878
20170713031,51.3673846357
20170713041,43.7609232367
20170713051,42.4060222999
20170713061,47.8493962387
20170713071,55.218155719
20170713081,62.5631450075
20170713091,74.0916880655
20170713101,93.9397982788
20170713111,110.935485467
20170713121,113.027262352
20170713131,101.308557759
20170713141,108.344534553
20170713151,107.132254768
20170713161,103.804427906
20170713171,103.47164522
20170713181,110.151069136
20170713191,113.312504655
20170713201,109.414193188
20170713211,101.427408719
20170713221,95.8414136286
20170713231,93.0603011795
20170714001,75.812942295
20170714011,64.6295214731
20170714021,54.0212480079
20170714031,46.033090278
20170714041,39.2165290152
20170714051,38.0023290402
20170714061,42.880430694
20170714071,49.4839744173
20170714081,56.0662163867
20170714091,66.3975670507
20170714101,84.1845315959
20170714111,99.4152856675
20170714121,101.289840015
20170714131,90.7880753192
20170714141,97.0933944873
20170714151,96.0070050361
20170714161,93.0247594836
20170714171,92.7265349283
20170714181,98.7123277873
20170714191,101.545461062
20170714201,98.0519734149
20170714211,90.894584089
20170714221,85.8886719116
20170714231,83.3963666999
20170715001,53.8384123616
20170715011,45.8965279869
20170715021,38.3630833799
20170715031,32.6903088265
20170715041,27.8495412076
20170715051,26.9872794755
20170715061,30.4514538028
20170715071,35.1409474336
20170715081,39.8153136656
20170715091,47.152102088
20170715101,59.7834800936
20170715111,70.5995702421
20170715121,71.9307813374
20170715131,64.4729737245
20170715141,68.950683772
20170715151,68.1791864327
20170715161,66.0613505994
20170715171,65.8495670161
20170715181,70.1003660814
20170715191,72.1123101231
20170715201,69.6314167184
20170715211,64.5486107185
20170715221,60.9936719984
20170715231,59.2237663377
20170716001,50.7937950576
20170716011,43.30103237
20170716021,36.1936117634
20170716031,30.8416384151
20170716041,26.2746211579
20170716051,25.461121209
20170716061,28.7293929337
20170716071,33.1536909016
20170716081,37.5637169406
20170716091,44.4856024711
20170716101,56.4026631266
20170716111,66.6070923107
20170716121,67.8630220564
20170716131,60.8269610945
20170716141,65.0514520575
20170716151,64.3235836821
20170716161,62.3255136321
20170716171,62.1257066271
20170716181,66.1361186561
20170716191,68.0342852036
20170716201,65.6936888593
20170716211,60.8983207392
20170716221,57.5444174409
20170716231,55.8746017563
20170717001,76.2924273568
20170717011,65.038276089
20170717021,54.3629097435
20170717031,46.3242302664
20170717041,39.4645571127
20170717051,38.2426778321
20170717061,43.1516314328
20170717071,49.7969398005
20170717081,56.4208116896
20170717091,66.8175038132
20170717101,84.7169634488
20170717111,100.044045652
20170717121,101.930455769
20170717131,91.3622718165
20170717141,97.7074694837
20170717151,96.6142090748
20170717161,93.6131020701
20170717171,93.3129913696
20170717181,99.3366418577
20170717191,102.187693512
20170717201,98.672111021
20170717211,91.4694542095
20170717221,86.4318817372
20170717231,83.9238137404
20170718001,86.826242376
20170718011,74.0182128038
20170718021,61.8688818953
20170718031,52.7202893438
20170718041,44.9134903664
20170718051,43.5229042986
20170718061,49.1096448168
20170718071,56.672481326
20170718081,64.2109215885
20170718091,76.0431012885
20170718101,96.41396737
20170718111,113.857283835
20170718121,116.004153554
20170718131,103.976803879
20170718141,111.198092933
20170718151,109.953884346
20170718161,106.538409794
20170718171,106.196862338
20170718181,113.05220769
20170718191,116.296908515
20170718201,112.29592404
20170718211,104.098785113
20170718221,98.3656671143
20170718231,95.5113062383
20170719001,86.141577323
20170719011,73.434544984
20170719021,61.3810171653
20170719031,52.3045654945
20170719041,44.5593267355
20170719051,43.1797060816
20170719061,48.7223925685
20170719071,56.2255926163
20170719081,63.704588793
20170719091,75.4434662871
20170719101,95.653698674
20170719111,112.959466526
20170719121,115.089407185
20170719131,103.156898722
20170719141,110.321244574
20170719151,109.086847147
20170719161,105.69830519
20170719171,105.359450994
20170719181,112.160738779
20170719191,115.379853638
20170719201,111.410418774
20170719211,103.277918077
20170719221,97.5900083637
20170719231,94.7581554424
20170720001,83.8096513605
20170720011,71.4466092239
20170720021,59.7193806828
20170720031,50.8886362995
20170720041,43.3530677591
20170720051,42.0107946129
20170720061,47.4034358496
20170720071,54.7035178731
20170720081,61.980051245
20170720091,73.401147314
20170720101,93.0642714742
20170720111,109.901557432
20170720121,111.97383878
20170720131,100.364353498
20170720141,107.334754398
20170720151,106.133773162
20170720161,102.836961925
20170720171,102.507280801
20170720181,109.124451926
20170720191,112.256422601
20170720201,108.394443724
20170720211,100.482096756
20170720221,94.9481636093
20170720231,92.1929713617
20170721001,76.2010781358
20170721011,64.9604020972
20170721021,54.2978179692
20170721031,46.2687636559
20170721041,39.4173039753
20170721051,38.1968877196
20170721061,43.0999635536
20170721071,49.7373151192
20170721081,56.3532558734
20170721091,66.7374994519
20170721101,84.6155270561
20170721111,99.92425728
20170721121,101.808408692
20170721131,91.2528786217
20170721141,97.5904788263
20170721151,96.4985274397
20170721161,93.5010138294
20170721171,93.2012624684
20170721181,99.2177005005
20170721191,102.06533843
20170721201,98.5539653439
20170721211,91.3599326792
20170721221,86.3283919762
20170721231,83.8233270305
20170722001,54.6621177009
20170722011,46.5987257951
20170722021,38.9500226158
20170722031,33.1904569687
20170722041,28.2756276166
20170722051,27.4001736382
20170722061,30.9173483934
20170722071,35.6785893283
20170722081,40.4244714214
20170722091,47.8735096583
20170722101,60.698142499
20170722111,71.6797143328
20170722121,73.0312924046
20170722131,65.4593834339
20170722141,70.0056005847
20170722151,69.2222996567
20170722161,67.0720618151
20170722171,66.857038031
20170722181,71.1728725558
20170722191,73.2155985053
20170722201,70.6967484623
20170722211,65.5361776426
20170722221,61.9268498371
20170722231,60.1298653552
20170723001,51.6059801932
20170723011,43.9934093583
20170723021,36.7723421663
20170723031,31.33479157
20170723041,26.6947483944
20170723051,25.8682407038
20170723061,29.1887716013
20170723071,33.6838134276
20170723081,38.164355119
20170723091,45.196920557
20170723101,57.3045332182
20170723111,67.6721296886
20170723121,68.9481415619
20170723131,61.7995750445
20170723141,66.0916149819
20170723151,65.3521081008
20170723161,63.3220892115
20170723171,63.1190873226
20170723181,67.1936252361
20170723191,69.122143181
20170723201,66.7441210535
20170723211,61.8720757191
20170723221,58.4645440121
20170723231,56.768028226
20170724001,77.5602348941
20170724011,66.1190650938
20170724021,55.2662983117
20170724031,47.0940341686
20170724041,40.1203687665
20170724051,38.8781846168
20170724061,43.8687139202
20170724071,50.6244522785
20170724081,57.3583979324
20170724091,67.9278595575
20170724101,86.1247677161
20170724111,101.706551349
20170724121,103.624309335
20170724131,92.8805060744
20170724141,99.3311465713
20170724151,98.2197186479
20170724161,95.1687400345
20170724171,94.8636421731
20170724181,100.987392104
20170724191,103.885821787
20170724201,100.311818269
20170724211,92.9894695963
20170724221,87.8681840666
20170724231,85.318437654
20170725001,86.2794113887
20170725011,73.5520466854
20170725021,61.4792321669
20170725031,52.3882573788
20170725041,44.6306255596
20170725051,43.2487973918
20170725061,48.8003526624
20170725071,56.3155584872
20170725081,63.8065217126
20170725091,75.5641824385
20170725101,95.8067529666
20170725111,113.140211563
20170725121,115.273560313
20170725131,103.321958791
20170725141,110.497768224
20170725151,109.261395653
20170725161,105.867431732
20170725171,105.52803534
20170725181,112.340205781
20170725191,115.564471506
20170725201,111.588685199
20170725211,103.443171789
20170725221,97.7461609214
20170725231,94.9097767876
20170726001,87.3192521231
20170726011,74.4384970333
20170726021,62.2201807767
20170726031,53.0196414268
20170726041,45.1685145149
20170726051,43.7700325338
20170726061,49.3884952301
20170726071,56.994274426
20170726081,64.5755188503
20170726091,76.4748830761
20170726101,96.9614173618
20170726111,114.503779056
20170726121,116.662838956
20170726131,104.567196558
20170726141,111.829488951
20170726151,110.5782156
20170726161,107.143347576
20170726171,106.799860773
20170726181,113.694131593
20170726191,116.957256215
20170726201,112.933553673
20170726211,104.689870416
20170726221,98.9241990898
20170726231,96.0536308126
20170727001,84.3235117558
20170727011,71.8846683527
20170727021,60.085536896
20170727031,51.2006487509
20170727041,43.6188775337
20170727051,42.2683745357
20170727061,47.6940795629
20170727071,55.0389204296
20170727081,62.3600682611
20170727091,73.8511902621
20170727101,93.6348745319
20170727111,110.575394595
20170727121,112.66038168
20170727131,100.979715399
20170727141,107.992853774
20170727151,106.784508987
20170727161,103.467484079
20170727171,103.135781588
20170727181,109.793524438
20170727191,112.944698101
20170727201,109.059040352
20170727211,101.098180574
20170727221,95.5303173362
20170727231,92.7582322349
20170728001,76.5293997361
20170728011,65.2402918796
20170728021,54.5317667128
20170728031,46.4681182438
20170728041,39.587138217
20170728051,38.3614636497
20170728061,43.2856649814
20170728071,49.9516143824
20170728081,56.5960607208
20170728091,67.025046074
20170728101,84.9801033316
20170728111,100.354793079
20170728121,102.247062586
20170728131,91.6460527326
20170728141,98.0109592574
20170728151,96.9143030657
20170728161,93.9038743039
20170728171,93.6028314277
20170728181,99.6451920138
20170728191,102.505099337
20170728201,98.9785970737
20170728211,91.7535680455
20170728221,86.7003483383
20170728231,84.184490016
20170729001,55.954350723
20170729011,47.7003371997
20170729021,39.8708158004
20170729031,33.9750918551
20170729041,28.9440740885
20170729051,28.0479240489
20170729061,31.6482461381
20170729071,36.5220445995
20170729081,41.3801211304
20170729091,49.0052574329
20170729101,62.1330694176
20170729111,73.3742497399
20170729121,74.7577796257
20170729131,67.006867879
20170729141,71.6605593132
20170729151,70.8587408566
20170729161,68.6576705837
20170729171,68.4375635564
20170729181,72.8554260327
20170729191,74.946442792
20170729201,72.3680461866
20170729211,67.0854775316
20170729221,63.3908238593
20170729231,61.5513579884
20170730001,52.1007879563
20170730011,44.4152263725
20170730021,37.1249222414
20170730031,31.6352353958
20170730041,26.9507026209
20170730051,26.1162702203
20170730061,29.4686389874
20170730071,34.0067801131
20170730081,38.5302820739
20170730091,45.630277061
20170730101,57.8539797706
20170730111,68.3209826896
20170730121,69.6092292027
20170730131,62.3921208963
20170730141,66.7253137131
20170730151,65.9787163021
20170730161,63.9292332131
20170730171,63.7242849042
20170730181,67.8378902472
20170730191,69.7848991818
20170730201,67.3840761346
20170730211,62.4653167209
20170730221,59.0251129643
20170730231,57.3123306685
20170731001,78.2566873951
20170731011,66.7127815557
20170731021,55.7625623023
20170731031,47.5169152742
20170731041,40.4806298101
20170731051,39.2272914619
20170731061,44.262633247
20170731071,51.0790347903
20170731081,57.8734479415
20170731091,68.5378180979
20170731101,86.8981254805
20170731111,102.619825814
20170731121,104.554804317
20170731131,93.7145270238
20170731141,100.223091078
20170731151,99.1016830822
20170731161,96.0233081917
20170731171,95.7154707026
20170731181,101.894208876
20170731191,104.818665022
20170731201,101.212568721
20170731211,93.8244689842
20170731221,88.6571968465
20170731231,86.0845549738
20170801001,86.7828244598
20170801011,73.9811996097
20170801021,61.8379440377
20170801031,52.6939262876
20170801041,44.8910311409
20170801051,43.5011404429
20170801061,49.0850872823
20170801071,56.6441419556
20170801081,64.1788125817
20170801091,76.0050755384
20170801101,96.3657550618
20170801111,113.800348905
20170801121,115.946145071
20170801131,103.924809735
20170801141,111.142487746
20170801151,109.898901332
20170801161,106.485134705
20170801171,106.143758043
20170801181,112.995675343
20170801191,116.238753639
20170801201,112.239769876
20170801211,104.046729972
20170801221,98.3164788485
20170801231,95.4635453105
20170802001,87.7612593688
20170802011,74.815302311
20170802021,62.5351373305
20170802031,53.2880251464
20170802041,45.3971560826
20170802051,43.9915950306
20170802061,49.6384982044
20170802071,57.2827776099
20170802081,64.9023980496
20170802091,76.8619964744
20170802101,97.4522329378
20170802111,115.083393502
20170802121,117.253382495
20170802131,105.096512343
20170802141,112.395566227
20170802151,111.13795897
20170802161,107.685703755
20170802171,107.340478233
20170802181,114.26964763
20170802191,117.549290085
20170802201,113.505219689
20170802211,105.219807172
20170802221,99.4249502037
20170802231,96.5398512023
20170803001,85.0627822464
20170803011,72.5148865793
20170803021,60.6123112607
20170803031,51.6495286413
20170803041,44.0012874728
20170803051,42.6389445146
20170803061,48.1122171009
20170803071,55.5214507329
20170803081,62.9067836113
20170803091,74.4986491324
20170803101,94.4557784315
20170803111,111.544817293
20170803121,113.648083614
20170803131,101.865012064
20170803141,108.939635144
20170803151,107.720696708
20170803161,104.374591197
20170803171,104.039980646
20170803181,110.756092422
20170803191,113.934892658
20170803201,110.015169059
20170803211,101.984515832
20170803221,96.3678387237
20170803231,93.5714505464
20170804001,77.0439009878
20170804011,65.6788973299
20170804021,54.8983795743
20170804031,46.7805198187
20170804041,39.8532794938
20170804051,38.619364811
20170804061,43.5766711684
20170804071,50.2874352331
20170804081,56.9765516718
20170804091,67.4756502891
20170804101,85.5514180117
20170804111,101.029470613
20170804121,102.934461702
20170804131,92.2621820764
20170804141,98.6698793769
20170804151,97.5658504501
20170804161,94.535182808
20170804171,94.2321160438
20170804181,100.315098954
20170804191,103.194233214
20170804201,99.6440225476
20170804211,92.3704202065
20170804221,87.2832280929
20170804231,84.7504558492
20170805001,56.8045525578
20170805011,48.4251229166
20170805021,40.4766353713
20170805031,34.4913284848
20170805041,29.3838666083
20170805051,28.4740999615
20170805061,32.1291273669
20170805071,37.0769810598
20170805081,42.0088739343
20170805091,49.7498708409
20170805101,63.0771541749
20170805111,74.4891393052
20170805121,75.8936913212
20170805131,68.0250078677
20170805141,72.7494101035
20170805151,71.9354083669
20170805161,69.700893796
20170805171,69.4774423389
20170805181,73.9624322992
20170805191,76.0852211416
20170805201,73.4676469299
20170805211,68.1048119596
20170805221,64.354019644
20170805231,62.4866038954
20170806001,53.7039038879
20170806011,45.7818613082
20170806021,38.2672380612
20170806031,32.6086362185
20170806041,27.7799626461
20170806051,26.9198551661
20170806061,30.3753746913
20170806071,35.0531522145
20170806081,39.7158401329
20170806091,47.034298516
20170806101,59.634118619
20170806111,70.4231861323
20170806121,71.7510713647
20170806131,64.3118961422
20170806141,68.7784191967
20170806151,68.0088493461
20170806161,65.8963046582
20170806171,65.6850501894
20170806181,69.9252291701
20170806191,71.9321466236
20170806201,69.4574514178
20170806211,64.3873441668
20170806221,60.8412870121
20170806231,59.0758032372
20170807001,78.6834093167
20170807011,67.0765562986
20170807021,56.0666271501
20170807031,47.7760178514
20170807041,40.7013645833
20170807051,39.4411919699
20170807061,44.5039907149
20170807071,51.3575610684
20170807081,58.1890231305
20170807091,68.91154449
20170807101,87.3719678616
20170807111,103.179396258
20170807121,105.124925906
20170807131,94.2255382151
20170807141,100.769592488
20170807151,99.6420696235
20170807161,96.5469088187
20170807171,96.2373927382
20170807181,102.449822639
20170807191,105.390225404
20170807201,101.764465604
20170807211,94.3360796724
20170807221,89.1406311786
20170807231,86.5539610775
20170808001,87.3744486494
20170808011,74.4855513353
20170808021,62.2595115973
20170808031,53.053156373
20170808041,45.1970665815
20170808051,43.7977005874
20170808061,49.4197148444
20170808071,57.0303018299
20170808081,64.6163385348
20170808091,76.523224625
20170808101,97.0227089246
20170808111,114.576159552
20170808121,116.736584245
20170808131,104.63329591
20170808141,111.900178967
20170808151,110.648114657
20170808161,107.211075373
20170808171,106.867371445
20170808181,113.766000293
20170808191,117.031187612
20170808201,113.004941594
20170808211,104.756047313
20170808221,98.9867313724
20170808231,96.1143485424
20170809001,88.3291575159
20170809011,75.299427902
20170809021,62.9397986683
20170809031,53.6328489441
20170809041,45.6909185127
20170809051,44.2762621546
20170809061,49.9597061196
20170809071,57.6534512249
20170809081,65.3223777977
20170809091,77.3593661076
20170809101,98.0828408269
20170809111,115.828091634
20170809121,118.012122503
20170809131,105.776585932
20170809141,113.122871581
20170809151,111.857126419
20170809161,108.382531855
20170809171,108.035072399
20170809181,115.009080059
20170809191,118.309944894
20170809201,114.239705548
20170809211,105.900678595
20170809221,100.068323435
20170809231,97.1645551208
20170810001,85.4690419725
20170810011,72.8612175737
20170810021,60.9017955724
20170810031,51.8962067161
20170810041,44.2114375587
20170810051,42.8425880525
20170810061,48.3420009808
20170810071,55.786621102
20170810081,63.2072263197
20170810091,74.8544545739
20170810101,94.906899094
20170810111,112.07755518
20170810121,114.190866698
20170810131,102.351519215
20170810141,109.459930686
20170810151,108.235170601
20170810161,104.873084095
20170810171,104.536875444
20170810181,111.285063361
20170810191,114.479045542
20170810201,110.540601349
20170810211,102.471593733
20170810221,96.8280913833
20170810231,94.0183476601
20170811001,77.7545461339
20170811011,66.2847128323
20170811021,55.404756672
20170811031,47.2120185994
20170811041,40.2208821108
20170811051,38.9755859238
20170811061,43.9786179735
20170811071,50.7512814468
20170811081,57.5020976185
20170811091,68.098038859
20170811101,86.3405356339
20170811111,101.961356226
20170811121,103.88391876
20170811131,93.1131991072
20170811141,99.5800003592
20170811151,98.4657879813
20170811161,95.4071657676
20170811171,95.1013035462
20170811181,101.240395275
20170811191,104.146086378
20170811201,100.563128928
20170811211,93.2224356149
20170811221,88.0883197561
20170811231,85.5321854774
20170812001,57.7321497224
20170812011,49.2158871193
20170812021,41.1376037359
20170812031,35.0545590194
20170812041,29.8636941947
20170812051,28.9390713978
20170812061,32.653784038
20170812071,37.6824343369
20170812081,42.6948631833
20170812091,50.5622676832
20170812101,64.1071805852
20170812111,75.7055191779
20170812121,77.1330070047
20170812131,69.1358308842
20170812141,73.937380847
20170812151,73.1100867656
20170812161,70.8390834048
20170812171,70.6119830687
20170812181,75.1702112429
20170812191,77.3276644357
20170812201,74.667346213
20170812211,69.216938147
20170812221,65.4048967914
20170812231,63.5069868399
20170813001,54.5924972782
20170813011,46.5393753139
20170813021,38.9004139077
20170813031,33.1481839332
20170813041,28.2396143549
20170813051,27.3652753988
20170813061,30.8779705033
20170813071,35.6331472822
20170813081,40.3729847812
20170813091,47.8125355483
20170813101,60.6208342915
20170813111,71.588419443
20170813121,72.938276077
20170813131,65.3760110705
20170813141,69.9164379304
20170813151,69.1341346538
20170813161,66.9866354634
20170813171,66.7718855443
20170813181,71.0822232052
20170813191,73.1223474362
20170813201,70.6067055273
20170813211,65.4527074702
20170813221,61.8479766861
20170813231,60.0532809341
20170814001,79.4615927597
20170814011,67.7399472978
20170814021,56.6211293169
20170814031,48.2485254155
20170814041,41.1039034197
20170814051,39.8312676267
20170814061,44.9441377424
20170814071,51.8654903009
20170814081,58.7645159156
20170814091,69.593083628
20170814101,88.2360816483
20170814111,104.19984642
20170814121,106.164617469
20170814131,95.1574342068
20170814141,101.766209553
20170814151,100.627535422
20170814161,97.5017632992
20170814171,97.1891860869
20170814181,103.463057277
20170814191,106.432540794
20170814201,102.770922021
20170814211,95.2690689255
20170814221,90.0222371473
20170814231,87.4099847301
20170815001,83.3159013027
20170815011,71.0256938894
20170815021,59.367554286
20170815031,50.588834705
20170815041,43.0976606626
20170815051,41.7632952863
20170815061,47.1241667104
20170815071,54.381241564
20170815081,61.6149064987
20170815091,72.9687171567
20170815101,92.5159994235
20170815111,109.254091425
20170815121,111.314164286
20170815131,99.7730742771
20170815141,106.702410266
20170815151,105.508504403
20170815161,102.23111576
20170815171,101.903376895
20170815181,108.481564101
20170815191,111.595083313
20170815201,107.755856616
20170815211,99.8901238715
20170815221,94.3887929341
20170815231,91.6498324249
20170816001,89.0400301739
20170816011,75.9054373553
20170816021,63.4463378817
20170816031,54.0644858684
20170816041,46.0586388171
20170816051,44.6325973111
20170816061,50.3617816072
20170816071,58.1174459382
20170816081,65.8480919971
20170816091,77.9819539342
20170816101,98.8722110838
20170816111,116.760275589
20170816121,118.961883528
20170816131,106.627875415
20170816141,114.033283937
20170816151,112.757352063
20170816161,109.254793978
20170816171,108.90453817
20170816181,115.934672612
20170816191,119.262102793
20170816201,115.159106179
20170816211,106.752966775
20170816221,100.873672847
20170816231,97.9465350185
20170817001,86.0319239351
20170817011,73.3410669343
20170817021,61.3028825792
20170817031,52.2379847215
20170817041,44.5026052162
20170817051,43.1247407418
20170817061,48.6603717003
20170817071,56.154020596
20170817081,63.6234964308
20170817091,75.3474309934
20170817101,95.53193689
20170817111,112.815675472
20170817121,114.942904836
20170817131,103.025585786
20170817141,110.180811828
20170817151,108.947985719
20170817161,105.563757186
20170817171,105.225334332
20170817181,112.017964461
20170817191,115.232981567
20170817201,111.268599571
20170817211,103.14645109
20170817221,97.4657817663
20170817231,94.6375336347
20170818001,78.1838889002
20170818011,66.6507218104
20170818021,55.7106890281
20170818031,47.4727125354
20170818041,40.4429725949
20170818051,39.190800168
20170818061,44.2214578129
20170818071,51.0315183802
20170818081,57.8196110102
20170818091,68.4740606075
20170818101,86.8172882646
20170818111,102.524363444
20170818121,104.457541928
20170818131,93.6273488319
20170818141,100.129858277
20170818151,99.0094934738
20170818161,95.9339822498
20170818171,95.6264311274
20170818181,101.799421513
20170818191,104.721157175
20170818201,101.118415456
20170818211,93.7371885184
20170818221,88.5747232497
20170818231,86.0044745839
20170819001,58.7773424908
20170819011,50.1069000048
20170819021,41.8823659895
20170819031,35.6891927853
20170819041,30.4043516509
20170819051,29.4629893239
20170819061,33.2449537606
20170819071,38.3646436095
20170819081,43.4678183298
20170819091,51.4776556741
20170819101,65.2677880089
20170819111,77.0761049184
20170819121,78.5294362304
20170819131,70.3874778578
20170819141,75.2759559071
20170819151,74.4336843513
20170819161,72.121566355
20170819171,71.8903545554
20170819181,76.5311056765
20170819191,78.7276177729
